Meanwhile  it was learned the State Highway Department is very near being ready to issue the first $30 million worth of highway reconstruction bonds .,en,en,en
The bond issue will go to the state courts for a friendly test suit to test the validity of the act  and then the sales will begin and contracts let for repair work on some of Georgia's most heavily traveled highways .,en,en,en
A Highway Department source said there also is a plan there to issue some $3 million to $4 million worth of Rural Roads Authority bonds for rural road construction work .,en,en,en
A revolving fund,en,np2,en
The department apparently intends to make the Rural Roads Authority a revolving fund under which new bonds would be issued every time a portion of the old ones are paid off by tax authorities .,en,en,en
Vandiver opened his race for governor in 1958 with a battle in the Legislature against the issuance of $50 million worth of additional rural roads bonds proposed by then Gov. Marvin Griffin .,en,en,en
The Highway Department source told The Constitution  however  that Vandiver has not been consulted yet about the plans to issue the new rural roads bonds .,en,en,en
Schley County Rep. B. D. Pelham will offer a resolution Monday in the House to rescind the body's action of Friday in voting itself a $10 per day increase in expense allowances .,en,en,en
Pelham said Sunday night there was research being done on whether the `` quickie '' vote on the increase can be repealed outright or whether notice would have to first be given that reconsideration of the action would be sought .,en,en,en
While emphasizing that technical details were not fully worked out  Pelham said his resolution would seek to set aside the privilege resolution which the House voted through 87-31 .,en,en,en
A similar resolution passed in the Senate by a vote of 29-5 .,en,en,en
As of Sunday night  there was no word of a resolution being offered there to rescind the action .,en,en,en
Pelham pointed out that Georgia voters last November rejected a constitutional amendment to allow legislators to vote on pay raises for future Legislature sessions .,en,en,en
A veteran Jackson County legislator will ask the Georgia House Monday to back federal aid to education  something it has consistently opposed in the past .,en,en,en
Rep. Mac Barber of Commerce is asking the House in a privilege resolution to `` endorse increased federal support for public education  provided that such funds be received and expended '' as state funds .,en,en,en
Barber  who is in his 13th year as a legislator  said there `` are some members of our congressional delegation in Washington who would like to see it ( the resolution ) passed '' .,en,en,en
But he added that none of Georgia's congressmen specifically asked him to offer the resolution .,en,en,en
The resolution  which Barber tossed into the House hopper Friday  will be formally read Monday .,en,en,en
It says that `` in the event Congress does provide this increase in federal funds ''  the State Board of Education should be directed to `` give priority '' to teacher pay raises .,en,en,en
-- After a long  hot controversy  Miller County has a new school superintendent  elected  as a policeman put it  in the `` coolest election I ever saw in this county '' .,en,en,en
The new school superintendent is Harry Davis  a veteran agriculture teacher  who defeated Felix Bush  a school principal and chairman of the Miller County Democratic Executive Committee .,en,en,en
Davis received 1119 votes in Saturday's election  and Bush got 402 .,en,en,en
Ordinary Carey Williams  armed with a pistol  stood by at the polls to insure order .,en,en,en
`` This was the coolest  calmest election I ever saw ''  Colquitt Policeman Tom Williams said .,en,en,en
`` Being at the polls was just like being at church .,en,en,en
I didn't smell a drop of liquor  and we didn't have a bit of trouble '' .,en,en,en
The campaign leading to the election was not so quiet  however .,en,en,en
It was marked by controversy  anonymous midnight phone calls and veiled threats of violence .,np,en,en
The former county school superintendent  George P. Callan  shot himself to death March 18  four days after he resigned his post in a dispute with the county school board .,en,en,en
During the election campaign  both candidates  Davis and Bush  reportedly received anonymous telephone calls .,np,en,en
Ordinary Williams said he  too  was subjected to anonymous calls soon after he scheduled the election .,np,en,en
Many local citizens feared that there would be irregularities at the polls  and Williams got himself a permit to carry a gun and promised an orderly election .,en,en,en
Sheriff Felix Tabb said the ordinary apparently made good his promise .,en,en,en
`` Everything went real smooth ''  the sheriff said .,en,en,en
`` There wasn't a bit of trouble '' .,en,en,en
Austin  Texas,en,en,en
-- Committee approval of Gov. Price Daniel's `` abandoned property '' act seemed certain Thursday despite the adamant protests of Texas bankers .,en,en,en
Daniel personally led the fight for the measure  which he had watered down considerably since its rejection by two previous Legislatures  in a public hearing before the House Committee on Revenue and Taxation .,en,en,en
Under committee rules  it went automatically to a subcommittee for one week .,en,en,en
But questions with which committee members taunted bankers appearing as witnesses left little doubt that they will recommend passage of it .,en,en,en
Daniel termed `` extremely conservative '' his estimate that it would produce 17 million dollars to help erase an anticipated deficit of 63 million dollars at the end of the current fiscal year next Aug. 31 .,en,en,en
He told the committee the measure would merely provide means of enforcing the escheat law which has been on the books `` since Texas was a republic '' .,en,en,en
It permits the state to take over bank accounts  stocks and other personal property of persons missing for seven years or more .,en,en,en
The bill  which Daniel said he drafted personally  would force banks  insurance firms  pipeline companies and other corporations to report such property to the state treasurer .,en,en,en
The escheat law cannot be enforced now because it is almost impossible to locate such property  Daniel declared .,en,en,en
Dewey Lawrence  a Tyler lawyer representing the Texas Bankers Association  sounded the opposition keynote when he said it would force banks to violate their contractual obligations with depositors and undermine the confidence of bank customers .,en,en,en
`` If you destroy confidence in banks  you do something to the economy ''  he said .,en,en,en
`` You take out of circulation many millions of dollars '' .,en,en,en
Rep. Charles E. Hughes of Sherman  sponsor of the bill  said a failure to enact it would amount `` to making a gift out of the taxpayers' pockets to banks  insurance and pipeline companies '' .,en,en,en
His contention was denied by several bankers  including Scott Hudson of Sherman  Gaynor B. Jones of Houston  J. B. Brady of Harlingen and Howard Cox of Austin .,en,en,en
Cox argued that the bill is `` probably unconstitutional '' since  he said  it would impair contracts .,en,en,en
He also complained that not enough notice was given on the hearing  since the bill was introduced only last Monday .,en,en,en
Austin  Texas,en,en,en
-- Senators unanimously approved Thursday the bill of Sen. George Parkhouse of Dallas authorizing establishment of day schools for the deaf in Dallas and the four other largest counties .,en,en,en
The bill is designed to provide special schooling for more deaf students in the scholastic age at a reduced cost to the state .,en,en,en
There was no debate as the Senate passed the bill on to the House .,en,en,en
It would authorize the Texas Education Agency to establish county-wide day schools for the deaf in counties of 300000 or more population  require deaf children between 6 and 13 years of age to attend the day schools  permitting older ones to attend the residential Texas School for the Deaf here .,en,en,en
Operating budget for the day schools in the five counties of Dallas  Harris  Bexar  Tarrant and El Paso would be $451500  which would be a savings of $157460 yearly after the first year's capital outlay of $88000 was absorbed  Parkhouse told the Senate .,en,en,en
The TEA estimated there would be 182 scholastics to attend the day school in Dallas County  saving them from coming to Austin to live in the state deaf school .,en,en,en
Dallas may get to hear a debate on horse race parimutuels soon between Reps. V. E. ( Red ) Berry and Joe Ratcliff .,en,en,en
While details are still to be worked out  Ratcliff said he expects to tell home folks in Dallas why he thinks Berry's proposed constitutional amendment should be rejected .,en,en,en
`` We're getting more ' pro ' letters than ' con ' on horse race betting ''  said Ratcliff .,en,en,en
`` But I believe if people were better informed on this question  most of them would oppose it also .,en,en,en
I'm willing to stake my political career on it '' .,en,en,en
Rep. Berry  an ex-gambler from San Antonio  got elected on his advocacy of betting on the ponies .,en,en,en
A House committee which heard his local option proposal is expected to give it a favorable report  although the resolution faces hard sledding later .,en,en,en
The house passed finally  and sent to the Senate  a bill extending the State Health Department's authority to give planning assistance to cities .,en,en,en
The senate quickly whipped through its meager fare of House bills approved by committees  passing the three on the calendar .,en,en,en
One validated acts of school districts .,en,en,en
Another enlarged authority of the Beaumont Navigation District .,en,en,en
The third amended the enabling act for creation of the Lamar county Hospital District  for which a special constitutional amendment previously was adopted .,en,en,en
Without dissent  senators passed a bill by Sen. A. R. Schwartz of Galveston authorizing establishment in the future of a school for the mentally retarded in the Gulf Coast district .,en,en,en
Money for its construction will be sought later on but in the meantime the State Hospital board can accept gifts and donations of a site .,en,en,en
Two tax revision bills were passed .,en,en,en
One  by Sen. Louis Crump of San Saba  would aid more than 17000 retailers who pay a group of miscellaneous excise taxes by eliminating the requirement that each return be notarized .,en,en,en
Instead  retailers would sign a certificate of correctness  violation of which would carry a penalty of one to five years in prison  plus a $1000 fine .,en,en,en
It was one of a series of recommendations by the Texas Research League .,en,en,en
The other bill  by Sen. A. M. Aikin Jr. of Paris  would relieve real estate brokers  who pay their own annual licensing fee  from the $12 annual occupation license on brokers in such as stocks and bonds .,en,en,en
Natural gas public utility companies would be given the right of eminent domain  under a bill by Sen. Frank Owen 3  of El Paso  to acquire sites for underground storage reservoirs for gas .,en,en,en
Marshall Formby of Plainview  former chairman of the Texas Highway Commission  suggested a plan to fill by appointment future vacancies in the Legislature and Congress  eliminating the need for costly special elections .,en,en,en
Under Formby's plan  an appointee would be selected by a board composed of the governor  lieutenant governor  speaker of the House  attorney general and chief justice of the Texas Supreme Court .,en,en,en
Austin  Texas,en,en,en
-- State representatives decided Thursday against taking a poll on what kind of taxes Texans would prefer to pay .,en,en,en
An adverse vote of 81 to 65 kept in the State Affairs Committee a bill which would order the referendum on the April 4 ballot  when Texas votes on a U.S. senator .,en,en,en
Rep. Wesley Roberts of Seminole  sponsor of the poll idea  said that further delay in the committee can kill the bill .,en,en,en
The West Texan reported that he had finally gotten Chairman Bill Hollowell of the committee to set it for public hearing on Feb. 22 .,en,en,en
The proposal would have to receive final legislative approval  by two-thirds majorities  before March 1 to be printed on the April 4 ballot  Roberts said .,en,en,en
Opponents generally argued that the ballot couldn't give enough information about tax proposals for the voters to make an intelligent choice .,en,en,en
All Dallas members voted with Roberts  except Rep. Bill Jones  who was absent .,en,en,en
Austin  Texas,en,en,en
-- Paradise lost to the alleged water needs of Texas' big cities Thursday .,en,en,en
Rep. James Cotten of Weatherford insisted that a water development bill passed by the Texas House of Representatives was an effort by big cities like Dallas and Fort Worth to cover up places like Paradise  a Wise County hamlet of 250 people .,en,en,en
When the shouting ended  the bill passed  114 to 4  sending it to the Senate  where a similar proposal is being sponsored by Sen. George Parkhouse of Dallas .,en,en,en
Most of the fire was directed by Cotten against Dallas and Sen. Parkhouse .,en,en,en
The bill would increase from $5000000 to $15000000 the maximum loan the state could make to a local water project .,en,en,en
Cotten construed this as a veiled effort by Parkhouse to help Dallas and other large cities get money which Cotten felt could better be spent providing water for rural Texas .,en,en,en
Statements by other legislators that Dallas is paying for all its water program by local bonds  and that less populous places would benefit most by the pending bill  did not sway Cotten's attack .,en,en,en
The bill's defenders were mostly small-town legislators like J. W. Buchanan of Dumas  Eligio ( Kika ) De La Garza of Mission  Sam F. Collins of Newton and Joe Chapman of Sulphur Springs .,en,en,en
`` This is a poor boy's bill ''  said Chapman .,en,en,en
`` Dallas and Fort Worth can vote bonds .,en,en,en
This would help the little peanut districts '' .,en,en,en
Austin  Texas,en,en,en
-- A Houston teacher  now serving in the Legislature  proposed Thursday a law reducing the time spent learning `` educational methods '' .,en,en,en
Rep. Henry C. Grover  who teaches history in the Houston public schools  would reduce from 24 to 12 semester hours the so-called `` teaching methods '' courses required to obtain a junior or senior high school teaching certificate .,en,en,en
A normal year's work in college is 30 semester hours .,en,en,en
Grover also would require junior-senior high teachers to have at least 24 semester hours credit in the subject they are teaching .,en,en,en
The remainder of the 4-year college requirement would be in general subjects .,en,en,en
`` A person with a master's degree in physics  chemistry  math or English  yet who has not taken Education courses  is not permitted to teach in the public schools ''  said Grover .,np,en,en
College teachers in Texas are not required to have the Education courses .,en,en,en
Fifty-three of the 150 representatives immediately joined Grover as co-signers of the proposal .,en,en,en
Paris  Texas ( sp. ),en,en,en
-- The board of regents of Paris Junior College has named Dr. Clarence Charles Clark of Hays  Kan. as the school's new president .,en,en,en
Dr. Clark will succeed Dr. J. R. McLemore  who will retire at the close of the present school term .,en,en,en
Dr. Clark holds an earned Doctor of Education degree from the University of Oklahoma .,en,en,en
He also received a Master of Science degree from Texas A & I College and a Bachelor of Science degree from Southwestern State College  Weatherford  Okla. .,en,en,en
In addition  Dr. Clark has studied at Rhode Island State College and Massachusetts Institute of Technology .,en,en,en
During his college career  Dr. Clark was captain of his basketball team and was a football letterman .,en,en,en
Dr. Clark has served as teacher and principal in Oklahoma high schools  as teacher and athletic director at Raymondville  Texas  High School  as an instructor at the University of Oklahoma  and as an associate professor of education at Fort Hays  Kan.  State College .,en,en,en
He has served as a border patrolman and was in the Signal Corps of the U.S. Army .,en,en,en
Denton  Texas ( sp. ),en,en,en
-- Principals of the 13 schools in the Denton Independent School District have been re-elected for the 1961-62 session upon the recommendation of Supt. Chester O. Strickland .,en,en,en
State and federal legislation against racial discrimination in employment was called for yesterday in a report of a `` blue ribbon '' citizens committee on the aid to dependent children program .,en,en,en
The report  culminating a year long study of the ADC program in Cook county by a New York City welfare consulting firm  listed 10 long range recommendations designed to reduce the soaring ADC case load .,en,en,en
The report called racial discrimination in employment `` one of the most serious causes of family breakdown  desertion  and ADC dependency '' .,en,en,en
`` Must solve problem '',en,np2,en
The monthly cost of ADC to more than 100000 recipients in the county is 4.4 million dollars  said C. Virgil Martin  president of Carson Pirie Scott & Co.  committee chairman .,en,en,en
`` We must solve the problems which have forced these people to depend upon ADC for subsistence ''  Martin said .,en,en,en
The volume of ADC cases will decrease  Martin reported  when the community is able to deal effectively with two problems : Relatively limited skills and discrimination in employment because of color .,en,en,en
These  he said  are `` two of the principal underlying causes for family breakups leading to ADC '' .,en,en,en
Calls for extension,np,en,en
Other recommendations made by the committee are :,en,en,en
Extension of the ADC program to all children in need living with any relatives  including both parents  as a means of preserving family unity .,en,en,en
Research projects as soon as possible on the causes and prevention of dependency and illegitimacy .,en,en,en
Several defendants in the Summerdale police burglary trial made statements indicating their guilt at the time of their arrest  Judge James B. Parsons was told in Criminal court yesterday .,en,en,en
The disclosure by Charles Bellows  chief defense counsel  startled observers and was viewed as the prelude to a quarrel between the six attorneys representing the eight former policemen now on trial .,en,en,en
Bellows made the disclosure when he asked Judge Parsons to grant his client  Alan Clements  30  a separate trial .,en,en,en
Bellows made the request while the all-woman jury was out of the courtroom .,en,en,en
Fears prejudicial aspects,en,np2,en
`` The statements may be highly prejudicial to my client ''  Bellows told the court .,en,en,en
`` Some of the defendants strongly indicated they knew they were receiving stolen property .,en,en,en
It is impossible to get a fair trial when some of the defendants made statements involving themselves and others '' .,en,en,en
Judge Parsons leaned over the bench and inquired  `` You mean some of the defendants made statements admitting this '' ? ?,en,en,en
`` Yes  your honor ''  replied Bellows .,en,en,en
`` What this amounts to  if true  is that there will be a free-for-all fight in this case .,en,en,en
There is a conflict among the defendants '' .,en,en,en
Washington  July 24,en,en,en
-- President Kennedy today pushed aside other White House business to devote all his time and attention to working on the Berlin crisis address he will deliver tomorrow night to the American people over nationwide television and radio .,en,en,en
The President spent much of the week-end at his summer home on Cape Cod writing the first drafts of portions of the address with the help of White House aids in Washington with whom he talked by telephone .,en,en,en
Shortly after the Chief Executive returned to Washington in midmorning from Hyannis Port  Mass.  a White House spokesman said the address text still had `` quite a way to go '' toward completion .,en,en,en
Decisions are made,en,en,en
Asked to elaborate  Pierre Salinger  White House press secretary  replied  `` I would say it's got to go thru several more drafts '' .,en,en,en
Salinger said the work President Kennedy  advisers  and members of his staff were doing on the address involved composition and wording  rather than last minute decisions on administration plans to meet the latest Berlin crisis precipitated by Russia's demands and proposals for the city .,en,en,en
The last 10 cases in the investigation of the Nov. 8 election were dismissed yesterday by Acting Judge John M. Karns  who charged that the prosecution obtained evidence `` by unfair and fundamentally illegal means '' .,en,en,en
Karns said that the cases involved a matter `` of even greater significance than the guilt or innocence '' of the 50 persons .,en,en,en
He said evidence was obtained `` in violation of the legal rights of citizens '' .,en,en,en
Karns' ruling pertained to eight of the 10 cases .,en,en,en
In the two other cases he ruled that the state had been `` unable to make a case '' .,en,en,en
Contempt proceedings originally had been brought against 677 persons in 133 precincts by Morris J. Wexler  special prosecutor .,en,en,en
Issue jury subpoenas,en,np2,en
Wexler admitted in earlier court hearings that he issued grand jury subpenas to about 200 persons involved in the election investigation  questioned the individuals in the Criminal courts building  but did not take them before the grand jury .,en,en,en
Mayer Goldberg  attorney for election judges in the 58th precinct of the 23d ward  argued this procedure constituted intimidation .,en,en,en
Wexler has denied repeatedly that coercion was used in questioning .,en,en,en
Karns said it was a `` wrongful act '' for Wexler to take statements `` privately and outside of the grand jury room '' .,en,en,en
He said this constituted a `` very serious misuse '' of the Criminal court processes .,en,en,en
`` Actually  the abuse of the process may have constituted a contempt of the Criminal court of Cook county  altho vindication of the authority of that court is not the function of this court ''  said Karns  who is a City judge in East St. Louis sitting in Cook County court .,en,en,en
Faced seven cases,en,en,en
Karns had been scheduled this week to hear seven cases involving 35 persons .,en,en,en
Wexler had charged the precinct judges in these cases with `` complementary '' miscount of the vote  in which votes would be taken from one candidate and given to another .,en,en,en
The cases involved judges in the 33d  24th  and 42d precincts of the 31st ward  the 21st and 28th precincts of the 29th ward  the 18th precinct of the 4th ward  and the 9th precinct of the 23d ward .,en,en,en
The case of the judges in the 58th precinct of the 23d ward had been heard previously and taken under advisement by Karns .,en,en,en
Two other cases also were under advisement .,en,en,en
Claims precedent lacking,en,np2,en
After reading his statement discharging the 23d ward case  Karns told Wexler that if the seven cases scheduled for trial also involved persons who had been subpenaed  he would dismiss them .,en,en,en
Washington  Feb. 9,en,en,en
-- President Kennedy today proposed a mammoth new medical care program whereby social security taxes on 70 million American workers would be raised to pay the hospital and some other medical bills of 14.2 million Americans over 65 who are covered by social security or railroad retirement programs .,en,en,en
The President  in a special message to Congress  tied in with his aged care plan requests for large federal grants to finance medical and dental scholarships  build 20 new medical and 20 new dental schools  and expand child health care and general medical research .,en,en,en
The aged care plan  similar to one the President sponsored last year as a senator  a fight on Capitol hill .,en,en,en
It was defeated in Congress last year .,en,en,en
Cost up to $37 a year,en,en,en
It would be financed by boosting the social security payroll tax by as much as $37 a year for each of the workers now paying such taxes .,en,en,en
The social security payroll tax is now 6 per cent -- 3 per cent on each worker and employer -- on the first $4800 of pay per year .,en,en,en
The Kennedy plan alone would boost the base to $5000 a year and the payroll tax to 6.5 per cent -- 3.25 per cent each .,en,en,en
Similar payroll tax boosts would be imposed on those under the railroad retirement system .,en,en,en
The payroll tax would actually rise to 7.5 per cent starting Jan. 1  1963  if the plan is approved  because the levy is already scheduled to go up by 1 per cent on that date to pay for other social security costs .,en,en,en
Outlays would increase,en,en,en
Officials estimated the annual tax boost for the medical plan would amount to 1.5 billion dollars and that medical benefits paid out would run 1 billion or more in the first year  1963 .,en,en,en
Both figures would go higher in later years .,en,en,en
Other parts of the Kennedy health plan would entail federal grants of 750 million to 1 billion dollars over the next 10 years .,en,en,en
These would be paid for out of general  not payroll  taxes .,en,en,en
Nursing home care,en,en,en
The aged care plan carries these benefits for persons over 65 who are under the social security and railroad retirement systems : 1,en,en,en
Full payment of hospital bills for stays up to 90 days for each illness  except that the patient would pay $10 a day of the cost for the first nine days .,en,en,en
Full payment of nursing home bills for up to 180 days following discharge from a hospital .,en,en,en
A patient could receive up to 300 days paid-for nursing home care under a `` unit formula '' allowing more of such care for those who use none or only part of the hospital-care credit .,en,en,en
Hospital outpatient clinic diagnostic service for all costs in excess of $20 a patient .,en,en,en
Community visiting nurse services at home for up to 240 days an illness .,en,en,en
The President noted that Congress last year passed a law providing grants to states to help pay medical bills of the needy aged .,en,en,en
Calls proposal modest,np,np2,en
He said his plan is designed to `` meet the needs of those millions who have no wish to receive care at the taxpayers' expense  but who are nevertheless staggered by the drain on their savings -- or those of their children -- caused by an extended hospital stay '' .,en,en,en
`` This is a very modest proposal cut to meet absolutely essential needs ''  he said  `` and with sufficient ' deductible ' requirements to discourage any malingering or unnecessary overcrowding of our hospitals .,en,en,en
`` This is not a program of socialized medicine .,en,en,en
It is a program of prepayment of health costs with absolute freedom of choice guaranteed .,en,en,en
Every person will choose his own doctor and hospital '' .,en,en,en
Wouldn't pay doctors,en,en,en
The plan does not cover doctor bills .,en,en,en
They would still be paid by the patient .,en,en,en
Apart from the aged care plan the President's most ambitious and costly proposals were for federal scholarships  and grants to build or enlarge medical and dental schools .,en,en,en
The President said the nation's 92 medical and 47 dental schools cannot now handle the student load needed to meet the rising need for health care .,en,en,en
Moreover  he said  many qualified young people are not going into medicine and dentistry because they can't afford the schooling costs .,en,en,en
Contributions to schools,en,en,en
The scholarship plan would provide federal contributions to each medical and dental school equal to $1500 a year for one-fourth of the first year students .,en,en,en
The schools could use the money to pay 4-year scholarships  based on need  of up to $2000 a year per student .,en,en,en
In addition  the government would pay a $1000 `` cost of education '' grant to the schools for each $1500 in scholarship grants .,en,en,en
Officials estimated the combined programs would cost 5.1 million dollars the first year and would go up to 21 millions by 1966 .,en,en,en
The President recommended federal `` matching grants '' totaling 700 million dollars in 10 years for constructing new medical and dental schools or enlarging the capacity of existing ones .,en,en,en
More for nursing homes,en,en,en
In the area of `` community health services ''  the President called for doubling the present 10 million dollar a year federal grants for nursing home construction .,en,en,en
He asked for another 10 million dollar `` initial '' appropriation for `` stimulatory grants '' to states to improve nursing homes .,en,en,en
He further proposed grants of an unspecified sum for experimental hospitals .,en,en,en
In the child health field  the President said he will recommend later an increase in funds for programs under the children's bureau .,en,en,en
He also asked Congress to approve establishment of a national child health institute .,en,en,en
Asks research funds,en,np2,en
The President said he will ask Congress to increase grants to states for vocational rehabilitation .,en,en,en
He did not say by how much .,en,en,en
For medical research he asked a 20 million dollar a year increase  from 30 to 50 millions  in matching grants for building research facilities .,en,en,en
The President said he will also propose increasing  by an unspecified amount  the 540 million dollars in the 1961-62 budget for direct government research in medicine .,en,en,en
The President said his proposals combine the `` indispensable elements in a sound health program -- people  knowledge  services  facilities  and the means to pay for them '' .,en,en,en
Reaction as expected,en,en,en
Congressional reaction to the message was along expected lines .,en,en,en
Legislators who last year opposed placing aged-care under the social security system criticized the President's plan .,en,en,en
Those who backed a similar plan last year hailed the message .,en,en,en
Senate Republican Leader Dirksen ( Ill. ) and House Republican Leader Charles Halleck ( Ind. ) said the message did not persuade them to change their opposition to compulsory medical insurance .,en,en,en
Halleck said the voluntary care plan enacted last year should be given a fair trial first .,en,en,en
House Speaker Sam Rayburn ( D.  Tex. ) called the Kennedy program `` a mighty fine thing ''  but made no prediction on its fate in the House .,en,en,en
Washington  Feb. 9,en,en,en
-- Acting hastily under White House pressure  the Senate tonight confirmed Robert C. Weaver as the nation's federal housing chief .,en,en,en
Only 11 senators were on the floor and there was no record vote .,en,en,en
A number of scattered `` ayes '' and `` noes '' was heard .,en,en,en
Customary Senate rules were ignored in order to speed approval of the Negro leader as administrator of the housing and home finance agency .,en,en,en
In the last eight years  all Presidential appointments  including those of cabinet rank  have been denied immediate action because of a Senate rule requiring at least a 24 hour delay after they are reported to the floor .,en,en,en
Enforce by demand,en,en,en
